8.3,58.8,221.6
7.2,45,105.1
9.2,38.8,151.7
24.3,42.3,164.3
62.3,45.9,164.3
141,47.3,135.3
189,45.8,146.6
174.8,52.8,146.9
146.4,49.6,124.9
69.5,65.1,168.3
12.8,66.6,252.3
6,57.1,331.9
850.6,615,2113.2
